station/location;date;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
GVE;20080101;58;0;61;972.5;74.6;6743;3.8;-5.5;13.1;79.2
GVE;20080201;102;0;41;977.4;29.8;10375;3.9;-5.5;15.8;73.9
GVE;20080301;133;0;68;962.2;79.2;8401;6;-4.8;18.8;64
GVE;20080401;174;0;70;963.1;144.2;10013;9.2;-0.5;22.9;68.6
GVE;20080501;215;0;71;964.7;79.9;12183;15.8;5.2;24.9;68.3
GVE;20080601;231;0;55;968.1;60.3;13032;18.5;7.4;32.2;68.4
GVE;20080701;255;0;47;968.2;113.2;17106;20;10.4;32.1;63.9
GVE;20080801;213;0;54;967.6;90.6;15048;19.3;8.1;30.4;68.7
GVE;20080901;143;0;62;968.5;214.6;9636;14.1;3.6;27;74
GVE;20081001;90;0;71;970.1;86.8;6919;11.2;0.6;22.1;79.4
GVE;20081101;58;0;69;966.7;43.6;5070;6.3;-4.7;15.2;78
GVE;20081201;36;2;73;968.8;118.1;3056;1.6;-8.1;8.9;80.7
GVE;20090101;36;1;84;965.5;68.9;2121;-0.2;-7.9;9.8;80.6
GVE;20090201;92;0;67;965.8;54.4;6929;1.8;-6;12.8;74.3
GVE;20090301;143;0;62;967;49.6;10260;6.3;-3.4;17;64.8
GVE;20090401;206;0;58;964.5;36;13949;12.4;3.6;22.4;63.8
GVE;20090501;245;0;56;970.1;28.9;15448;17;4.5;33.8;61.7
GVE;20090601;275;0;55;967.6;93.6;15451;18.2;9.1;31;64.9
GVE;20090701;259;0;53;968.9;84;15115;20.5;9.6;32.1;63.2
GVE;20090801;251;0;40;970;66.5;17309;21.2;9.9;36.2;64.6
GVE;20090901;167;0;57;971;61.7;10760;16.6;6.6;28.1;75.2
GVE;20091001;110;0;56;969.8;38.4;8908;10.6;-2.1;26.8;74.8
GVE;20091101;45;0;79;965.1;149.7;2348;7.8;-2.5;18.2;84.4
GVE;20091201;33;0;81;960.8;154.7;2258;2.3;-12.6;11;81.3
GVE;20100101;43;3;81;964.8;47.1;2814;-0.4;-9;8.7;82.3
GVE;20100201;70;1;81;957.8;96.5;3037;2;-9.3;14;76.6
GVE;20100301;137;0;69;968.2;61.4;8739;5.6;-6.2;21;66
GVE;20100401;219;0;55;969;21.8;13234;11;-0.6;26.8;61.7
GVE;20100501;197;0;73;965.3;108;7781;13;3.6;28.6;71.2
GVE;20100601;245;0;62;966.2;77.2;12414;17.6;6.1;29.8;71.6
GVE;20100701;282;0;46;969.6;13.5;18280;22.1;9.2;35.6;60.2
GVE;20100801;211;0;57;968.7;122.1;12602;18.7;7.4;31.9;70.6
GVE;20100901;177;0;56;968.1;36.2;12167;14.4;2.2;25.8;73.3
GVE;20101001;97;0;70;965.9;31;7189;10.1;-1.5;23.5;77.1
GVE;20101101;56;1;77;960.4;101.8;4294;6.3;-9.2;19.5;80.4
GVE;20101201;40;6;74;963.9;95.4;4066;0.3;-10.8;14.4;82.5
GVE;20110101;52;0;66;970.5;44.5;5088;2.5;-5.9;15.6;78.1
GVE;20110201;88;0;62;969.9;16.3;6908;3.1;-6.8;14.9;77.8
GVE;20110301;150;0;57;971.2;20.5;10710;7.2;-3.8;20.4;67.9
GVE;20110401;249;0;42;969.1;20.1;17188;13.2;1.1;24.4;60.6
GVE;20110501;271;0;51;970.3;36.1;17146;16.3;3.3;30;62.9
GVE;20110601;241;0;64;969.3;64.7;11487;17.8;7.3;33.3;67.9
GVE;20110701;251;0;56;966.2;102.1;14126;17.8;7.5;30.9;66.2
GVE;20110801;243;0;47;968.4;70.5;15552;20.2;7.5;34.2;67.3
GVE;20110901;182;0;50;970.8;44.5;13433;17.2;6.1;29.7;77.1
GVE;20111001;115;0;57;973.1;36;9453;11;-0.1;23.6;81.3
GVE;20111101;54;0;71;972.4;18.9;4633;6.5;-2.4;16.3;87.6
GVE;20111201;37;0;74;971.9;144.8;3283;4.2;-5;15.8;83.4
GVE;20120101;43;0;70;975.3;82.4;3667;2.9;-7.8;11;82.3
GVE;20120201;104;0;48;975.4;0.4;8525;-2.1;-11.4;13.9;66.8
GVE;20120301;187;0;34;976.4;13.7;15940;8.6;-3.5;22;61.5
GVE;20120401;166;0;76;958.5;112.2;6742;10.2;-0.9;26.1;68.7
GVE;20120501;262;0;58;967.7;76.4;15075;15.1;1.2;30;66.7
GVE;20120601;261;0;59;967.6;95;13802;19.1;7;33;67.5
GVE;20120701;260;0;51;968.9;45.8;16044;19.8;7.9;34.5;63.1
GVE;20120801;235;0;48;969.8;81.7;16432;20.7;8.9;34.5;67.7
GVE;20120901;149;0;66;968.7;77.5;9005;15.5;3.8;28.9;76.2
GVE;20121001;89;0;70;965.6;49.8;5635;11.2;-2.6;23.1;81.4
GVE;20121101;45;0;82;966.1;180.7;2992;7;-0.6;16.7;83.8
GVE;20121201;32;2;75;968.2;154.7;2360;3;-8.3;12.9;81.9
GVE;20130101;44;2;72;967.2;51.8;3991;1.3;-7.6;11.9;81.3
GVE;20130201;80;4;74;965.7;60.7;4115;0.4;-10;9.8;74.8
GVE;20130301;105;0;77;958.5;77.9;5524;4.2;-6.3;14.5;74.6
GVE;20130401;175;0;69;966.3;106.8;8347;10.3;0.3;25.5;70.1
GVE;20130501;190;0;79;964.7;112.6;7167;11.5;2.3;23.6;74.4
GVE;20130601;265;0;58;970;55.4;13402;17;7.5;31.5;69.5
GVE;20130701;288;0;40;970.8;126.3;18717;21.5;9.9;34.3;67
GVE;20130801;253;0;38;970.1;36.2;17594;20;9.8;32.7;67.3
GVE;20130901;175;0;59;969.3;70;11298;15.9;7.5;30.1;75.7
GVE;20131001;88;0;74;969.7;139.8;5124;12.8;2.6;22.7;83
GVE;20131101;53;0;74;967.9;108.4;3995;5.9;-5.2;18.8;76.4
GVE;20131201;39;0;70;975.2;101.4;4083;1.5;-6.6;15.1;86.8
GVE;20140101;47;0;74;963.3;92.6;3722;4.1;-3.8;12.9;83.2
GVE;20140201;72;0;76;963.1;121.2;4578;4.8;-3.5;15;80
GVE;20140301;168;0;51;968.4;39.3;12789;7.8;-1.2;22.5;68.2
GVE;20140401;205;0;57;966.2;60.1;11762;11.8;0.9;23.6;66.5
GVE;20140501;239;0;64;968.2;73.4;11713;13.5;2.7;25.3;67.5
GVE;20140601;291;0;51;968.4;54.6;17646;19.1;7.3;33.4;62.4
GVE;20140701;203;0;71;967.5;175.5;9633;18.4;8.9;30.7;77.4
GVE;20140801;214;0;63;967.9;52.8;11317;18;8.3;29.2;71.2
GVE;20140901;189;0;54;969.6;40.1;13020;16.7;6.8;28.4;75.1
GVE;20141001;112;0;59;970.1;141.7;8830;13.7;2.5;24.6;81
GVE;20141101;41;0;81;964;107.6;2806;8.2;1.6;18;86.3
GVE;20141201;40;0;71;972.7;45.7;3797;4.3;-4.1;13.9;79
GVE;20150101;42;1;71;971.4;80.6;3265;2.6;-5.9;15.9;80
GVE;20150201;78;1;66;967.4;52.2;4920;1.7;-5.7;11.9;76
GVE;20150301;141;0;61;971.6;52;9667;7.3;-2.7;17.7;67.4
GVE;20150401;214;0;54;971.8;63.5;12522;11.2;-0.8;23.5;60.3
GVE;20150501;243;0;61;968.9;96.1;14072;15.3;5.9;30;64.5
GVE;20150601;289;0;56;970.7;44.9;15806;19.9;8.7;32;62.7
GVE;20150701;300;0;36;969;28.7;19895;24.2;10.6;39.7;51.4
GVE;20150801;223;0;51;968.7;63.4;13774;20.8;9.6;35.8;66.4
GVE;20150901;169;0;55;969.2;117.8;9974;14.8;4.6;26.8;70
GVE;20151001;92;0;77;969.3;35.6;5403;10.1;1.7;18.5;82
GVE;20151101;66;0;62;974.8;37.3;6757;7.1;-4.2;20;83.1
GVE;20151201;37;0;75;981.3;13.4;3669;3.9;-3.5;13;91.2
GVE;20160101;45;0;79;968.4;165.5;3374;4.2;-4.3;13;82.9
GVE;20160201;62;0;80;965.9;81.7;2599;5;-2.6;17.4;77.1
GVE;20160301;143;0;60;965.3;38.9;9364;5.7;-4.2;20.1;70.2
GVE;20160401;170;0;74;965;93.5;7829;10;-0.4;21.1;69.5
GVE;20160501;230;0;66;966;76.7;11266;13.3;2;27.5;71.2
GVE;20160601;246;0;63;967.8;132.6;11465;17.7;8.6;32;73.3
GVE;20160701;282;0;43;970.8;63.3;18074;20.8;8.1;33.5;66.3
GVE;20160801;250;0;39;972.1;21.2;17245;20.4;8.4;33.5;64.2
GVE;20160901;189;0;50;971.1;33.2;13700;18;7.6;30.2;70.4
GVE;20161001;97;0;66;971.6;89.7;7332;9.9;0.1;19.6;79.4
GVE;20161101;54;0;75;968;89;4322;6.2;-3.6;16.5;81.9
GVE;20161201;34;0;78;981.4;0.2;2651;1.4;-5.8;10;90.3
GVE;20170101;41;1;81;974;25.4;2438;-1.2;-7.5;7.8;81
GVE;20170201;87;0;69;969.8;51.6;6276;4.8;-3.9;19.3;78.2
GVE;20170301;152;0;68;969.9;56.7;10231;8.7;-1.6;21.5;73
GVE;20170401;238;0;41;970.7;40;15660;10.5;-0.8;25;61.5
GVE;20170501;249;0;62;969.2;80.9;14522;15;3;30.8;71.9
GVE;20170601;289;0;49;968.3;77.3;16809;20.9;7.1;34.3;66.4
GVE;20170701;264;0;61;969.3;40.4;14749;21.4;12.2;34;63.9
GVE;20170801;232;0;55;970.4;62.1;15230;21.2;9.5;36.5;66.6
GVE;20170901;170;0;65;969.5;43.8;10650;14.1;3.9;27.5;75.1
GVE;20171001;131;0;50;974.8;18;11998;11.8;0.9;23.5;76.5
GVE;20171101;56;0;74;970.1;63.8;4493;5.7;-2.8;17.1;77.8
GVE;20171201;34;0;79;970.5;133;2322;2.5;-4.9;10.9;84
GVE;20180101;36;0;86;969.6;173.5;2053;6;-1.4;13.7;84.4
GVE;20180201;68;0;81;965.2;28.9;3604;1.2;-8.9;10.1;73.2
GVE;20180301;118;2;75;956.8;105.4;5572;5.3;-3.4;15.5;79.2
GVE;20180401;220;0;56;965.5;19;12848;13.3;-1;27.5;64.5
GVE;20180501;230;0;66;966.7;97.5;11240;15.5;6.3;26.2;75.8
GVE;20180601;305;0;49;968.2;93.3;17744;19.7;11.1;30.8;67.7
GVE;20180701;304;0;41;968;49;20088;22.3;11.3;33.4;63
GVE;20180801;245;0;48;969.9;62.5;16626;21.7;8.3;34.8;65.2
GVE;20180901;200;0;42;972.9;22.3;14928;17.9;5.3;31.4;66.8
GVE;20181001;114;0;54;969;27.9;10361;12.3;1.8;23.1;75.3
GVE;20181101;40;0;88;968.1;72.6;1631;6.9;-0.7;15.7;89
GVE;20181201;34;0;81;974.6;112.4;2031;4.9;-3.6;14.4;86
GVE;20190101;52;0;74;969.1;42.6;4820;1.8;-7.1;8;77.2
GVE;20190201;108;0;44;975.6;40.2;10134;3.9;-3.7;20.1;76.4
GVE;20190301;159;0;51;972.9;57.4;11568;8.2;-1.9;19.9;63.6
GVE;20190401;208;0;65;964.8;63.1;11547;10.3;-0.2;23.8;66.1
GVE;20190501;243;0;58;966.7;40.7;13419;12.4;-0.2;24.3;67.9
GVE;20190601;284;0;50;968.7;112;17144;19.9;8.2;35.5;67.8
GVE;20190701;286;0;48;967.7;44.4;18210;22.6;12.9;36.3;60.1
GVE;20190801;237;0;55;969.9;60.4;14897;20.6;9.7;34.4;69.1
GVE;20190901;183;0;50;971.5;25;12103;17.2;7.1;29.3;67
GVE;20191001;95;0;72;968.8;102.2;6661;13.2;4;26;82.4
GVE;20191101;51;0;76;958.8;114.1;3119;6.3;-1.4;17.1;86.7
GVE;20191201;36;0;77;968.4;140.1;3155;4.9;-3.5;14.4;84.3
GVE;20200101;56;0;54;977.5;28.9;6866;3.1;-4.6;14;83.5
GVE;20200201;91;0;62;973.6;64;7599;7.1;-3.7;19.9;71.1
GVE;20200301;155;0;57;968.5;77.6;11012;7.4;-1.8;19.3;66.8
GVE;20200401;235;0;43;967.9;37.5;15124;13;-2.1;24.3;60.7
GVE;20200501;267;0;53;969.9;78.1;15791;15.6;5.4;29.3;66.5
GVE;20200601;251;0;61;966.4;92.1;12583;17.9;9;30.6;71.3
GVE;20200701;298;0;41;969.7;16.9;18743;22.2;11.9;35.5;56.9
GVE;20200801;234;0;53;967.6;93.4;14716;21.2;9;35.2;65.8
GVE;20200901;184;0;53;969.5;60.6;12628;17.3;5.2;29.7;73.5
GVE;20201001;86;0;81;967;153.3;4826;10.3;1.7;19.7;81.9
GVE;20201101;54;0;67;976.2;15.8;4456;6.8;-3.8;22.1;85.2
GVE;20201201;36;0;79;961.9;75.6;2456;3.9;-5.6;13.9;84.9
GVE;20210101;42;1;83;964.7;96.1;2910;2.3;-6.5;12.4;80.9
GVE;20210201;90;0;65;969.8;30.7;6025;5.5;-4.8;16.5;76.5
GVE;20210301;174;0;52;973.7;36.4;13036;6.7;-2.7;21.6;64.7
GVE;20210401;233;0;45;968.6;23.1;14610;9.4;-4;22.6;56.8
GVE;20210501;225;0;66;967.1;122.2;11313;12.3;1.2;27.8;69.1
GVE;20210601;279;0;57;969.5;106.3;14443;19.9;9.4;31.6;70
GVE;20210701;245;0;58;967.8;132.3;13220;19.6;11.7;29.2;73.6
GVE;20210801;235;0;47;969.2;54.1;14974;18.8;9.3;32.2;70.4
GVE;20210901;170;0;60;971.2;36.7;11229;17.2;6.5;28.5;75.8
GVE;20211001;116;0;56;971.9;80.6;10036;10.4;0.5;23.5;79.4
GVE;20211101;51;0;73;968.1;19.4;3184;5.2;-5.5;13.6;82.8
GVE;20211201;29;0;84;969.2;129.2;2037;3;-5.4;14.9;87.7
GVE;20220101;59;0;60;977.8;27.5;6477;2;-6.3;16.1;78.1
GVE;20220201;106;0;53;974.8;48.9;9016;5.1;-4.7;18.2;71.5
GVE;20220301;163;0;47;972.4;18.4;12462;7.4;-5.2;20.5;62.7
GVE;20220401;211;0;62;965.1;54;13013;10.3;-1.1;22.8;64.9
GVE;20220501;272;0;54;969.7;12;17148;17.6;4.3;31.5;62.4
GVE;20220601;276;0;49;968.5;63.9;16121;21.2;8.1;35.5;62.8
GVE;20220701;314;0;30;971.4;5;22468;23.6;12.1;38.1;50.8
GVE;20220801;245;0;44;967.8;48;17121;22.3;12.8;38.3;60
GVE;20220901;173;0;56;966.8;120.1;10741;15.9;4.5;29.6;73.3
GVE;20221001;111;0;63;973.2;76.8;9328;14.7;7.4;24.2;84.4
GVE;20221101;54;0;73;968.2;106.5;4265;8.2;-0.5;17.8;83.5
GVE;20221201;30;1;80;967.1;112.7;2387;5.1;-4.6;16.1;81.6
